CustomerID,TotalSpent,NumOrders,AvgBasketSize,Country,Recency,Frequency,Monetary,HighValueCustomer,CustomerSegment
12519.0,39736.67,11,58.05555555555556,United Kingdom,12,0.5646543001686342,39736.67,0,Silver
12520.0,33108.409999999996,10,60.054794520547944,United Kingdom,29,0.4293370944992948,33108.409999999996,0,Bronze
12521.0,27428.37,7,54.59375,United Kingdom,153,0.47141592920353986,27428.37,0,Bronze
12525.0,53915.784999999996,14,58.910377358490564,United Kingdom,14,0.6036260623229462,53915.784999999996,1,Gold
12526.0,14926.705,4,50.7,United Kingdom,179,0.22548148148148148,14926.705,0,Bronze
12527.0,35922.6225,8,59.99315068493151,United Kingdom,45,0.4065442404006678,35922.6225,0,Silver
12530.0,26502.5775,7,48.785714285714285,USA,9,0.2975977653631285,26502.5775,0,Bronze
12531.0,86969.9475,19,53.66566265060241,United Kingdom,34,0.8723378582202113,86969.9475,1,Gold
12532.0,13808.18,5,51.6025641025641,United Kingdom,50,0.3184100418410042,13808.18,0,Bronze
12534.0,17947.12,6,52.98888888888889,United Kingdom,33,0.28141756548536206,17947.12,0,Bronze
12535.0,31291.765,7,59.8359375,United Kingdom,5,0.3115204678362573,31291.765,0,Bronze
12537.0,33974.985,8,64.01639344262296,United Kingdom,45,0.3607703703703704,33974.985,0,Bronze
12538.0,53331.454999999994,13,57.614583333333336,United Kingdom,4,0.5503755215577191,53331.454999999994,1,Gold
12539.0,61158.625,11,68.3313953488372,Spain,57,0.5035187969924811,61158.625,1,Gold
12540.0,33175.52,8,55.34931506849315,United Kingdom,17,0.5411555555555556,33175.52,0,Bronze
12542.0,72492.755,17,60.97744360902256,United Kingdom,24,0.7521511627906977,72492.755,1,Gold
12543.0,41816.015,13,53.41891891891892,United Kingdom,4,0.5597171145685997,41816.015,0,Silver
12544.0,49078.18,11,51.52105263157895,United Kingdom,57,0.5374638844301766,49078.18,0,Gold
12546.0,62018.479999999996,12,59.655913978494624,United Kingdom,5,0.5159322033898305,62018.479999999996,1,Gold
12547.0,30253.1675,7,55.0377358490566,United Kingdom,98,0.3329375,30253.1675,0,Bronze
12548.0,39085.284999999996,8,61.48412698412698,United Kingdom,29,0.4427636363636364,39085.284999999996,0,Silver
12549.0,61126.407499999994,13,59.93043478260869,United Kingdom,2,0.5473305670816044,61126.407499999994,1,Gold
12550.0,48897.275,11,60.51648351648352,Germany,1,0.525651491365777,48897.275,0,Silver
12551.0,16497.725,7,59.47,United Kingdom,96,0.34202247191011237,16497.725,0,Bronze
12552.0,53041.58,13,52.21296296296296,Belgium,2,0.5383945578231293,53041.58,1,Gold
12553.0,29301.55,8,53.015151515151516,USA,5,0.4106576728499157,29301.55,0,Bronze
12554.0,41882.3525,9,56.273972602739725,Netherlands,8,0.48834224598930487,41882.3525,0,Silver
12555.0,58996.377499999995,16,52.74045801526717,Switzerland,9,0.6755062413314841,58996.377499999995,1,Gold
12556.0,53745.862499999996,11,56.79545454545455,United Kingdom,88,0.601149012567325,53745.862499999996,1,Gold
12559.0,29719.0725,8,61.53521126760563,United Kingdom,3,0.34202247191011237,29719.0725,0,Bronze
12560.0,50881.735,13,52.90659340659341,United Kingdom,4,0.616386292834891,50881.735,0,Gold
12563.0,49698.009999999995,12,57.75,United Kingdom,18,0.5101675977653631,49698.009999999995,0,Gold
12565.0,35924.252499999995,9,49.573170731707314,United Kingdom,40,0.44837970540098204,35924.252499999995,0,Silver
12566.0,50216.104999999996,14,58.138888888888886,United Kingdom,2,0.6019209039548022,50216.104999999996,0,Gold
12567.0,47346.972499999996,14,55.3034188034188,United Kingdom,15,0.6027722772277229,47346.972499999996,0,Silver
12568.0,58975.6,17,58.481751824817515,United Kingdom,5,0.853927392739274,58975.6,1,Gold
12572.0,25884.059999999998,10,57.548611111111114,Netherlands,75,0.46902927580893683,25884.059999999998,0,Bronze
12573.0,39255.1525,10,50.151162790697676,United Kingdom,24,0.43361823361823365,39255.1525,0,Silver
12576.0,43345.17,13,51.44505494505494,United Kingdom,2,0.8261377870563674,43345.17,0,Silver
12577.0,69317.6975,12,55.55670103092783,United Kingdom,33,0.5255827338129496,69317.6975,1,Gold
12583.0,41738.585,9,56.432432432432435,United Kingdom,6,0.3805,41738.585,0,Silver
12584.0,57590.509999999995,12,57.11504424778761,United Kingdom,25,0.5240746054519368,57590.509999999995,1,Gold
12586.0,30725.94,11,51.945205479452056,United Kingdom,56,0.5027627627627628,30725.94,0,Bronze
12590.0,43298.7025,11,59.33974358974359,United Kingdom,27,0.4938643067846608,43298.7025,0,Silver
12591.0,45739.5775,13,60.05769230769231,United Kingdom,35,0.5776934306569343,45739.5775,0,Silver
12592.0,45239.377499999995,11,59.42857142857143,United Kingdom,56,0.6552641878669276,45239.377499999995,0,Silver
12594.0,39182.9975,7,60.36923076923077,Switzerland,8,0.3938632162661738,39182.9975,0,Silver
12596.0,72141.9525,19,60.60236220472441,United Kingdom,7,0.8134458509142054,72141.9525,1,Gold
12599.0,26174.59,7,52.49166666666667,United Kingdom,79,0.32832049306625577,26174.59,0,Bronze
12601.0,47699.159999999996,13,52.735,United Kingdom,21,0.5661230329041488,47699.159999999996,0,Silver
12602.0,43495.635,10,60.86486486486486,United Kingdom,36,0.4941558441558442,43495.635,0,Silver
12604.0,20839.4325,6,53.98684210526316,United Kingdom,132,0.3961822125813449,20839.4325,0,Bronze
12605.0,24605.6825,8,52.02040816326531,United Kingdom,37,0.389632,24605.6825,0,Bronze
12606.0,103798.915,23,54.786096256684495,United Kingdom,17,0.9846976090014066,103798.915,1,Gold
12607.0,56694.8725,11,57.09473684210526,United Kingdom,78,0.5167283950617284,56694.8725,1,Gold
12608.0,43241.715,11,53.36470588235294,Netherlands,144,0.6426871401151633,43241.715,0,Silver
12610.0,39340.4825,8,64.85964912280701,United Kingdom,20,0.33869262865090405,39340.4825,0,Silver
12611.0,33455.375,9,57.270833333333336,United Kingdom,14,0.4892142857142857,33455.375,0,Bronze
12612.0,18612.52,7,50.741379310344826,United Kingdom,85,0.34647154471544717,18612.52,0,Bronze
12613.0,49266.2975,12,52.73737373737374,United Kingdom,22,0.640842105263158,49266.2975,0,Gold
12615.0,43674.659999999996,14,56.85344827586207,Spain,37,0.6276288659793815,43674.659999999996,0,Silver
12616.0,30121.835,8,52.71052631578947,United Kingdom,83,0.3799063962558502,30121.835,0,Bronze
12617.0,40685.765,10,63.095238095238095,United Kingdom,18,0.43361823361823365,40685.765,0,Silver
12621.0,40944.6925,12,60.6,United Kingdom,18,0.5435714285714286,40944.6925,0,Silver
12622.0,56230.08,13,54.73853211009175,United Kingdom,18,0.6497865353037766,56230.08,1,Gold
12623.0,45847.6725,13,59.0,United Kingdom,34,0.7260917431192662,45847.6725,0,Silver
12624.0,74030.66,15,60.509009009009006,Netherlands,25,0.808141592920354,74030.66,1,Gold
12625.0,40826.485,11,52.69871794871795,United Kingdom,24,0.5065658093797276,40826.485,0,Silver
12626.0,44130.135,16,58.01709401709402,United Kingdom,25,0.8268930390492361,44130.135,0,Silver
12627.0,38706.807499999995,8,52.0,United Kingdom,55,0.4803155818540434,38706.807499999995,0,Silver
12629.0,26494.579999999998,8,53.0735294117647,United Kingdom,3,0.43798561151079135,26494.579999999998,0,Bronze
12630.0,56624.78999999999,11,61.23684210526316,United Kingdom,46,0.5104268292682926,56624.78999999999,1,Gold
12631.0,70422.555,16,50.93939393939394,United Kingdom,21,0.6840449438202247,70422.555,1,Gold
12632.0,36775.585,9,61.70289855072464,United Kingdom,44,0.39475504322766575,36775.585,0,Silver
12635.0,47257.345,14,60.446236559139784,United Kingdom,6,0.5985393258426966,47257.345,0,Silver
12636.0,50985.59,13,51.72680412371134,United Kingdom,2,0.5428257887517147,50985.59,0,Gold
12642.0,49432.885,15,56.425619834710744,Germany,1,0.6377094972067039,49432.885,0,Gold
12643.0,35058.14,9,49.25657894736842,United Kingdom,7,0.44045016077170424,35058.14,0,Bronze
12644.0,16782.375,6,67.8586956521739,United Kingdom,32,0.30903553299492387,16782.375,0,Bronze
12645.0,12137.885,3,53.66,United Kingdom,79,0.1398468606431853,12137.885,0,Bronze
12646.0,42047.78,10,55.98717948717949,United Kingdom,67,0.6224948875255625,42047.78,0,Silver
12649.0,66185.265,15,58.05597014925373,United Kingdom,12,0.6306629834254144,66185.265,1,Gold
12650.0,55909.9625,13,63.86818181818182,United Kingdom,21,0.6530033003300331,55909.9625,1,Gold
12651.0,43377.99,11,65.24050632911393,United Kingdom,108,0.5418122977346279,43377.99,0,Silver
12653.0,38019.54,9,54.10344827586207,United Kingdom,71,0.4267289719626169,38019.54,0,Silver
12655.0,46014.252499999995,10,61.60919540229885,United Kingdom,29,0.4305516265912306,46014.252499999995,0,Silver
12656.0,59782.229999999996,15,52.35398230088496,United Kingdom,36,0.6714705882352942,59782.229999999996,1,Gold
12662.0,80389.575,16,54.25,United Kingdom,6,0.6937891737891738,80389.575,1,Gold
12663.0,40468.57,11,59.14673913043478,United Kingdom,38,0.5273070866141732,40468.57,0,Silver
12665.0,49673.595,13,54.575892857142854,United Kingdom,59,0.7260917431192662,49673.595,0,Gold
12667.0,36827.455,12,53.06470588235294,Germany,28,0.5166619519094767,36827.455,0,Silver
12668.0,45956.025,14,53.18333333333333,United Kingdom,51,0.7398611111111111,45956.025,0,Silver
12669.0,39386.4275,11,53.8494623655914,United Kingdom,4,0.6918181818181819,39386.4275,0,Silver
12671.0,54023.255,10,59.85057471264368,United Kingdom,21,0.4251396648044693,54023.255,1,Gold
12672.0,60233.79,16,56.38846153846154,United Kingdom,53,0.7312912912912913,60233.79,1,Gold
12673.0,61888.935,13,50.964285714285715,Germany,3,0.761,61888.935,1,Gold
12676.0,47319.915,11,57.22727272727273,Netherlands,21,0.4689635854341737,47319.915,0,Silver
12677.0,27491.149999999998,7,57.76315789473684,France,23,0.3339811912225706,27491.149999999998,0,Bronze
12678.0,26200.38,7,58.63636363636363,United Kingdom,10,0.5435714285714286,26200.38,0,Bronze
12680.0,37399.7275,11,55.17763157894737,United Kingdom,354,0.8952941176470589,37399.7275,0,Silver
12683.0,23844.837499999998,7,51.75925925925926,United Kingdom,174,0.3853164556962026,23844.837499999998,0,Bronze
12685.0,30733.675,8,59.26229508196721,United Kingdom,141,0.5010699588477366,30733.675,0,Bronze
12687.0,68737.4975,14,58.51219512195122,United Kingdom,74,0.8242940038684721,68737.4975,1,Gold
12688.0,21619.719999999998,7,54.56481481481482,United Kingdom,5,0.31106569343065693,21619.719999999998,0,Bronze
12690.0,36346.505,8,52.736111111111114,United Kingdom,14,0.3483834048640916,36346.505,0,Silver
12692.0,36187.5925,9,60.556451612903224,United Kingdom,5,0.4566,36187.5925,0,Silver
12697.0,32458.18,8,55.26984126984127,United Kingdom,18,0.4018481848184819,32458.18,0,Bronze
12698.0,43883.939999999995,10,61.164556962025316,United Kingdom,2,0.41698630136986303,43883.939999999995,0,Silver
12699.0,28033.0725,8,58.57377049180328,Germany,176,0.46296577946768064,28033.0725,0,Bronze
12701.0,29812.725,6,68.7127659574468,Germany,267,0.5619692307692308,29812.725,0,Bronze
12704.0,12637.7225,2,62.21875,USA,13,0.147409200968523,12637.7225,0,Bronze
12705.0,50958.79,17,57.08571428571429,United Kingdom,40,0.7413753581661892,50958.79,0,Gold
12706.0,42534.7,10,53.55,Spain,30,0.4536512667660209,42534.7,0,Silver
12707.0,43473.924999999996,12,53.48809523809524,United Kingdom,24,0.5435714285714286,43473.924999999996,0,Silver
12709.0,56810.59,16,50.973076923076924,United Kingdom,9,0.6811748251748252,56810.59,1,Gold
12710.0,45682.3325,10,52.73717948717949,United Kingdom,12,0.5732580037664784,45682.3325,0,Silver
12712.0,71512.81,15,63.132,United Kingdom,15,0.6588744588744588,71512.81,1,Gold
12713.0,39671.9025,9,54.32098765432099,United Kingdom,33,0.3958959537572254,39671.9025,0,Silver
12715.0,60296.415,14,56.13247863247863,Netherlands,46,0.6194186046511628,60296.415,1,Gold
12716.0,25208.055,9,45.878571428571426,United Kingdom,5,0.6714705882352942,25208.055,0,Bronze
12717.0,72948.65,19,53.910828025477706,United Kingdom,2,0.8021636615811373,72948.65,1,Gold
12719.0,30321.914999999997,9,53.843283582089555,United Kingdom,57,0.4046676514032496,30321.914999999997,0,Bronze
12720.0,38680.7075,8,62.25373134328358,United Kingdom,39,0.4141496598639456,38680.7075,0,Silver
12721.0,56726.09,14,53.93852459016394,United Kingdom,13,0.5985393258426966,56726.09,1,Gold
12722.0,43979.46,10,57.51807228915663,Germany,157,0.6886877828054299,43979.46,0,Silver
12724.0,37029.09,10,60.83783783783784,United Kingdom,37,0.5090301003344482,37029.09,0,Silver
12725.0,28267.43,9,51.85294117647059,United Kingdom,70,0.4892142857142857,28267.43,0,Bronze
12726.0,63020.97749999999,15,52.89380530973451,Ireland,21,0.7352657004830918,63020.97749999999,1,Gold
12727.0,51198.5925,11,56.2,United Kingdom,2,0.5656081081081081,51198.5925,0,Gold
12728.0,37820.365,9,63.46,United Kingdom,6,0.4176219512195122,37820.365,0,Silver
12729.0,21525.36,6,56.36666666666667,United Kingdom,177,0.3332846715328467,21525.36,0,Bronze
12730.0,33149.2975,10,57.61585365853659,Spain,13,0.4287323943661972,33149.2975,0,Bronze
12731.0,62373.909999999996,15,53.33587786259542,United Kingdom,3,0.6394957983193278,62373.909999999996,1,Gold
12732.0,69957.555,16,59.0948275862069,United Kingdom,28,0.68985835694051,69957.555,1,Gold
12734.0,55586.39,14,59.5,United Kingdom,4,0.5886187845303867,55586.39,1,Gold
12738.0,76042.89499999999,17,55.251773049645394,United Kingdom,1,0.7257784011220196,76042.89499999999,1,Gold
12741.0,46403.814999999995,13,52.569148936170215,Germany,5,0.614472049689441,46403.814999999995,0,Silver
12743.0,35374.02,11,52.82738095238095,United Kingdom,9,0.5753264604810997,35374.02,0,Silver
12744.0,26304.68,9,55.60655737704918,United Kingdom,35,0.3924928366762178,26304.68,0,Bronze
12745.0,33553.54,10,48.696969696969695,France,45,0.5124579124579125,33553.54,0,Bronze
12746.0,40220.265,11,51.05555555555556,USA,27,0.4902489019033675,40220.265,0,Silver
12747.0,57120.314999999995,14,61.345360824742265,United Kingdom,56,0.6466767830045523,57120.314999999995,1,Gold
12748.0,44682.9675,13,54.72935779816514,United Kingdom,12,0.5458206896551724,44682.9675,0,Silver
12749.0,20468.1,6,53.5,United Kingdom,45,0.27506024096385545,20468.1,0,Bronze
12750.0,33664.475,10,56.85526315789474,United Kingdom,15,0.46402439024390246,33664.475,0,Bronze
12753.0,60780.2625,16,53.93333333333333,France,31,0.7068795355587808,60780.2625,1,Gold
12754.0,48451.0875,10,59.7289156626506,United Kingdom,23,0.42692847124824684,48451.0875,0,Silver
12755.0,35568.017499999994,9,59.78472222222222,United Kingdom,43,0.40646884272997036,35568.017499999994,0,Silver
12758.0,44776.58,11,46.861111111111114,United Kingdom,33,0.48881751824817515,44776.58,0,Silver
12759.0,64842.3275,11,55.808411214953274,United Kingdom,26,0.6044043321299639,64842.3275,1,Gold
12762.0,40343.555,9,58.75,United Kingdom,6,0.4163525835866262,40343.555,0,Silver
12764.0,47317.32,11,55.753246753246756,Germany,59,0.5264779874213836,47317.32,0,Silver
12765.0,28114.51,6,64.08333333333333,Netherlands,30,0.33884972170686456,28114.51,0,Bronze
12766.0,33596.844999999994,9,53.929577464788736,United Kingdom,16,0.4362420382165605,33596.844999999994,0,Bronze
12768.0,43056.93,9,62.98701298701299,United Kingdom,13,0.3976197387518142,43056.93,0,Silver
12769.0,55257.015,12,60.742990654205606,United Kingdom,123,0.6088,55257.015,1,Gold
12771.0,27709.88,8,54.71666666666667,United Kingdom,36,0.44036166365280294,27709.88,0,Bronze
12772.0,91390.515,17,64.26838235294117,United Kingdom,20,0.853927392739274,91390.515,1,Gold
12776.0,51174.549999999996,15,52.54761904761905,United Kingdom,31,0.6449152542372881,51174.549999999996,0,Gold
12777.0,32376.79,8,59.701492537313435,United Kingdom,48,0.4038474295190713,32376.79,0,Bronze
12779.0,44214.645,9,57.810810810810814,United Kingdom,13,0.3953246753246753,44214.645,0,Silver
12780.0,46015.4225,10,55.16,Spain,17,0.6603036876355748,46015.4225,0,Silver
12781.0,54177.3725,12,56.94505494505494,United Kingdom,27,0.5542943854324734,54177.3725,1,Gold
12783.0,47280.1225,9,57.9277108433735,Germany,10,0.37839779005524865,47280.1225,0,Silver
12785.0,10662.744999999999,3,54.870370370370374,United Kingdom,89,0.42672897196261683,10662.744999999999,0,Bronze
12787.0,56109.58,14,57.648148148148145,United Kingdom,36,0.761,56109.58,1,Gold
12789.0,49736.43,14,56.42920353982301,United Kingdom,13,0.6096709585121602,49736.43,0,Gold
12792.0,32306.01,11,51.479729729729726,United Kingdom,10,0.5498193760262725,32306.01,0,Bronze
12794.0,36142.167499999996,11,54.27894736842105,United Kingdom,12,0.4689635854341737,36142.167499999996,0,Silver
12795.0,21494.3125,7,54.73148148148148,United Kingdom,115,0.4304646464646465,21494.3125,0,Bronze
12797.0,7323.755,5,54.81944444444444,United Kingdom,29,0.22154294032023292,7323.755,0,Bronze
12798.0,64936.979999999996,14,58.969298245614034,United Kingdom,30,0.6203202328966522,64936.979999999996,1,Gold
12799.0,63867.994999999995,14,59.450980392156865,United Kingdom,5,0.6418072289156627,63867.994999999995,1,Gold
12800.0,31210.629999999997,11,56.973333333333336,United Kingdom,7,0.482478386167147,31210.629999999997,0,Bronze
